1,2,619801,
2,50,1450538,1
3,50,257907,
4,50,260637,
5,50,766538,
6,50,1102086,
7,50,1303972,
8,50,1425713,
9,50,2342274,
10,50,825167,
11,53,1605183,
12,53,2221955,
13,53,670713,
14,54,329187,
15,55,1365902,
16,57,2264395,
17,58,2310522,
18,59,572671,
19,60,550482,
20,64,529100,
21,64,2447271,
22,85,1946415,
23,114,870705,1
24,118,764247,
25,118,1834714,
26,272,1719483,
27,284,255424,1
28,284,327865,1
29,284,1423039,1
30,284,1611167,1
31,284,1952862,1
32,284,2002506,1
33,284,2153674,1
34,284,2454886,1
35,284,2371032,1
36,284,2496495,1
37,284,2514007,1
38,284,2348802,
39,284,2407485,
40,284,20479,
41,284,185796,
42,284,255424,
43,284,542794,
44,284,571360,
45,284,968002,
46,284,1054840,
47,284,1439701,
48,284,1465238,
49,284,1648738,
50,284,1654169,
51,284,1783935,
52,284,1952862,
53,284,2407485,
54,284,2423216,
55,284,1633021,1
56,284,473276,
57,284,786379,
58,287,2197518,
59,288,2407485,1
60,288,2373344,
61,324,2216504,
62,334,2407485,1
63,343,2407485,1
64,348,2407485,1
65,351,1330115,
66,354,2407485,1
67,356,1745745,
68,356,1901335,
69,358,2407485,1
70,358,2407485,
71,358,2374603,
72,363,1745745,
73,363,2379257,
74,366,2407485,1
75,366,2407485,
76,371,2021013,
77,371,1866067,
78,415,1885005,
79,581,2431770,
80,587,2216845,
81,596,468938,
82,596,1304949,
83,596,1582586,
84,599,165567,
85,614,2310522,
86,619,865520,
87,619,1265371,
88,619,2248081,
89,619,2248100,
90,619,2248101,
91,620,1900233,
92,622,848623,
93,622,1295942,
94,622,1938935,
95,633,304077,
96,633,627961,
97,633,629027,
98,633,1098074,
99,633,1134529,
100,651,685913,
101,651,913358,
102,651,2265125,
103,654,1761898,
104,654,2230317,
105,656,1788966,
106,656,1903725,
107,656,2413074,
108,658,1575520,
109,662,1376991,
110,664,2432099,
111,665,453927,
112,670,764216,
113,670,1845488,
114,681,2267134,1
115,695,760246,1
116,695,1239703,1
117,419,2202504,1
118,419,1623135,1
119,419,240097,
120,419,2202504,
121,419,429,
122,420,431,
123,421,433,
124,423,439,
125,424,446,
126,425,451,
127,426,436,
128,428,1017969,
129,428,461,
130,429,328554,1
131,429,327926,1
132,429,327832,1
133,429,327844,1
134,429,328041,1
135,429,328118,1
136,429,328007,
137,429,419,
138,431,420,
139,433,324409,
140,433,421,
141,436,426,
142,439,423,
143,446,424,
144,451,425,
145,461,428,
146,469,1484067,
147,814,1948697,
148,814,2345020,
149,860,1421642,1
150,860,2415996,1
151,907,1634291,
152,907,1634292,
153,907,1634294,
154,907,934,
155,907,963,
156,907,1634290,
157,907,1634303,
158,907,1634305,
159,907,1634306,
160,934,676284,1
161,934,907,
162,934,963,
163,934,1634290,
164,934,1634291,
165,934,1634292,
166,934,1634294,
167,934,1634302,
168,934,1634303,
169,934,1634304,
170,934,1634305,
171,934,1634306,
172,934,1634290,
173,934,2253591,
174,934,2516108,
175,934,1634297,1
176,963,907,
177,963,1634291,
178,963,1634292,
179,963,1634294,
180,963,934,
181,963,1634290,
182,963,1634303,
183,963,1634305,
184,963,1634306,
185,1091,6815,1
186,1091,54168,1
187,1091,1523213,1
188,1144,1629778,1
189,1144,2215710,1
190,1144,195529,
191,1144,2215709,
192,1144,8459,1
193,1179,740429,1
194,1334,700253,1
195,1334,815770,1
196,1334,1106075,1
197,1334,1123589,1
198,1334,1519788,1
199,1334,1519827,1
200,1370,1450417,1
201,1148,1149,1
202,1148,1157,1
203,1148,1417,1
204,1148,1465,1
205,1149,1148,1
206,1149,1157,1
207,1149,1417,1
208,1149,1465,1
209,1157,1148,1
210,1157,1149,1
211,1157,1417,1
212,1157,1465,1
213,1379,1971860,1
214,1413,1005207,1
215,1417,1036385,1
216,1417,1582318,
217,1417,1148,1
218,1417,1149,1
219,1417,1157,1
220,1417,1465,1
221,1421,1456727,
222,1423,2339786,
223,1429,1144027,
224,1447,1582306,
225,1465,11121,1
226,1465,1927859,1
227,1465,1349976,
228,1465,1582495,
229,1465,1148,1
230,1465,1149,1
231,1465,1157,1
232,1465,1417,1
233,1537,1633837,
234,1537,1547,1
235,1547,1537,1
236,1549,10238,1
237,1549,358166,1
238,1549,1522017,1
239,1561,2495238,
240,1564,304077,
241,1565,1570,
242,1570,1565,
243,1633,2053116,
244,1636,1634679,
245,1674,2496495,1
246,1760,2399527,1
247,1865,180202,1
248,1865,1450454,1
249,1865,1450825,1
250,1865,1767259,
251,1889,254369,
252,1889,865771,
253,2025,1634838,
254,2025,1717850,
255,2025,1634838,1
256,2026,498932,
257,2026,1711584,
258,2028,1394139,
259,2028,1916434,
260,2028,2245832,
261,2029,1229453,
262,2029,2280732,
263,2031,1046886,
264,2031,1708057,
265,2031,1732333,
266,2031,2398001,
267,2031,2508593,
268,2030,315481,
269,2030,1405588,
270,2030,1440807,
271,2032,15711,
272,2032,550482,
273,2032,1918731,
274,2032,2159685,
275,2033,875508,
276,2033,891166,
277,2033,2248101,
278,2033,2413592,
279,2034,1369290,
280,2034,1903725,
281,2034,2245279,
282,2035,7383,
283,2035,824382,
284,2035,1144027,
285,2035,2447271,
286,2036,1440097,
287,2036,1930676,
288,2036,2006899,
289,2036,2291275,
290,2037,846246,
291,2037,1938944,
292,2037,2376232,
293,2038,1923855,
294,2038,2121975,
295,2038,2310581,
296,2038,2490166,
297,2039,440572,
298,2039,812142,
299,2039,1761343,
300,2039,2373344,
301,2039,2445639,
302,2040,1046886,
303,2040,1846684,
304,2040,2006991,
305,2040,2100909,
306,2040,2291275,
307,2040,2310581,
308,2040,2367745,
309,2040,2455451,
310,2041,1420203,
311,2042,831499,
312,2042,2310522,
313,2042,2319361,
314,2043,653772,
315,2043,1503704,
316,2043,1284778,
317,2044,8805,
318,2044,1124384,
319,2045,383079,
320,2045,752369,
321,2045,1279105,
322,2045,1342803,
323,2045,1356576,
324,2045,2310522,
325,2045,2419110,
326,2076,1131858,1
327,2076,1131859,1
328,2076,141554,
329,2076,2349481,
330,1826,1949184,
331,2279,2280,
332,2280,2279,
333,2417,1869871,
334,2417,509963,
335,2578,1956230,
336,2579,1956228,
337,2608,126283,
338,2608,138084,
339,2608,898205,
340,2608,1181799,
341,2608,1413155,
342,2608,1893991,
343,2608,1897136,
344,2608,2263380,
345,2608,2492990,
346,2638,1131857,1
347,2649,1165681,
348,2649,2091640,
349,2651,138929,
350,2651,1175216,
351,2651,536744,
352,2651,1531116,
353,2652,300725,
354,2652,1938000,
355,2652,2169573,
356,2652,2173128,
357,2652,2250852,
358,2652,2313916,
359,2652,1289444,
360,2652,2292805,
361,2652,2334483,
362,2653,188871,
363,2653,670713,
364,2653,1631186,
365,2654,2268810,
366,2654,2381188,
367,2654,1692334,
368,2654,1926704,
369,2654,2373344,
370,2655,1737669,
371,2655,2159591,
372,2655,128671,
373,2655,244970,
374,2655,1643295,
375,2660,1731085,
376,2661,2006991,
377,2663,1015917,
378,2663,1536773,
379,2663,1741592,
380,2663,2059231,
381,2664,1029869,
382,2664,1708057,
383,2665,613288,
384,2665,2101296,
385,2665,942208,
386,2665,1009081,
387,2665,1673834,
388,2665,2444013,
389,2666,1960398,
390,2666,578770,
391,2666,1817167,
392,2667,1934756,
393,2668,760557,
394,2668,1140377,
395,2668,1934756,
396,2669,1140377,
397,2669,1144027,
398,2670,133643,
399,2670,2263380,
400,2671,1814226,
401,2672,1869903,
402,2672,2012989,
403,2672,2205804,
404,2672,2254593,
405,2672,2313916,
406,2672,2381617,
407,2672,2434426,
408,2673,1908635,
409,2673,2310573,
410,2675,1908160,
411,2675,2328100,
412,2676,587140,
413,2676,995199,
414,2676,1934756,
415,2676,2296840,
416,2682,793763,
417,2682,133643,
418,2682,715500,
419,2682,1511525,
420,2682,1911420,
421,2682,2006899,
422,2683,524905,
423,2683,764216,
424,2683,902993,
425,2683,905182,
426,2683,1215811,
427,2683,1681290,
428,2683,1791052,
429,2683,2430389,
430,2786,468465,1
431,2909,1635540,
432,2909,1635540,
433,2910,2163844,
434,2918,2920,1
435,2920,2918,1
436,2931,2360547,
437,3201,1264453,1
438,3201,1635320,1
439,3201,2175448,1
440,3258,1295942,
441,3258,1315456,
442,3258,1417866,
443,3258,2231581,
444,3320,3327,
445,3327,3320,
446,3327,1635370,1
447,3329,1635355,
448,3329,1635375,
449,3329,1635377,
450,3342,11235,
451,3342,223038,
452,3342,1295521,
453,3342,1448011,
454,3342,2302825,
455,3342,1124836,
456,3585,1132875,
457,3585,1475533,
458,3681,4033,
459,3681,4455,
